231289869,M,Hosea,A,Johnson,522 Worley Avenue,Lynchburg,VA,24504,4/17/1949,Visa,4539793235383272,10/2020
205562312,F,Lizzie,J,Thomson,2888 Jody Road,Birdsboro,PA,19508,1/3/1960,MC,5470123109545830,6/2020
565306901,M,Frank,K,Mosqueda,623 Zimmerman Lane,Los Angeles,CA,90071,7/14/1987,Visa,4929430433531513,8/2021
640149698,F,Deborah,A,McMichael,3323 Clair Street,Cameron,TX,76520,8/12/1981,Visa,4916585956312610,1/2022
474187666,F,Molly,M,Johanson,3057 Sycamore Fork Road,Lakeville,MN,55044,9/10/1935,MC,5317222826872043,1/2021
579781878,M,Joseph,A,Reid,3098 Passaic Street,Washington,DC,20009,10/31/1947,MC,5376337757905949,8/2022
453489010,F,Brittney,E,Parker,2322 Pickens Way,Winnsboro,TX,75494,3/4/1966,Visa,4716943690270812,4/2022
388206915,F,Melissa,R,Flynn,1346 Whaley Lane,Milwaukee,WI,53212,10/14/1992,MC,5371040308565528,9/2020
503255525,F,Patricia,C,Cannon,2656 Ryan Road,Hill City,SD,57745,12/7/1940,MC,5496991221414204,1/2020
448200801,F,Charlene,R,Sears,2022 Camel Back Road,Tulsa,OK,74120,9/7/1962,MC,5168242117220587,6/2020
307057669,F,Emily,J,Washington,4593 Charack Road,Evansville,IN,47708,12/5/1947,Visa,4929758782195815,2/2021
671128857,F,Laverne,G,Peppers,4621 Davis Street,Rome,GA,30161,6/4/1969,Visa,4485324186648606,1/2022
554694147,M,Ahmad,E,Lovelady,1123 Elk Street,Irvine,CA,92714,4/21/1971,MC,5497195907078684,7/2021
506441097,F,Linda,C,Miranda,1053 Romrog Way,Scotia,NE,68875,10/22/1941,MC,5510938003116137,10/2021
281882748,F,Ruth,R,Caprio,3344 Horner Street,Youngstown,OH,44502,4/1/1976,Visa,4929821508249298,5/2021
645669341,M,Dewey,D,Berger,2225 Sycamore Circle,Dallas,TX,75234,10/14/1967,Visa,4716334410711683,2/2020
348845178,M,Joel,D,Jordan,2386 Butternut Lane,Millstadt,IL,62260,8/16/1974,MC,5189576257061201,3/2020
202789936,F,Kathleen,C,Martin,2269 Custer Street,Altoona,PA,16601,10/20/1930,Visa,4929712098048721,5/2020
677036992,F,Marjorie,S,Lyons,1757 Arlington Avenue,Texarkana,AR,75501,12/28/1975,MC,5453292178555664,2/2021
602249390,F,Connie,S,Harris,929 Park Avenue,Sacramento,CA,95814,11/2/1961,Visa,4532938257538439,5/2022
663016162,F,Sandra,K,Harshbarger,545 Rose Avenue,New Orleans,LA,70127,3/23/1936,Visa,4539051486659068,5/2021
135668689,M,Eugene,H,Farley,2942 Jadewood Farms,Haledon,NJ,07508,12/8/1976,Visa,4485160607593033,3/2021
521685325,F,Frankie,T,Redd,3969 Clover Drive,Colorado Springs,CO,80907,5/23/1988,Visa,4916530680555506,7/2022
594802193,M,Frank,M,Hagerman,260 Tetrick Road,Polk City,FL,33868,5/15/1970,MC,5286572662897497,10/2020
240641363,M,George,A,Martin,4753 Rockford Mountain Lane,Franklinton,NC,27525,11/16/1947,MC,5208319164568795,1/2021
651072377,M,Troy,A,Garcia,3314 Clay Lick Road,Denver,CO,80202,11/6/1949,Visa,4929372965817789,5/2022
405077528,M,Leslie,H,Smith,1975 Cerullo Road,Louisville,KY,40202,9/23/1943,Visa,4556796543718053,12/2022
044766367,F,Bernita,S,Mayer,597 Meadow View Drive,Stamford,CT,06995,11/23/1978,MC,5154780068115864,11/2022
001228693,F,Patrica,J,Williamson,3630 Milford Street,Manchester,NH,03103,10/22/1954,Visa,4532798310234495,1/2022
696034928,M,Barry,L,Jean,386 Meadowview Drive,Staunton,VA,24401,7/7/1990,MC,5474773490991583,9/2022
379700306,M,Armando,R,Simental,3541 Summit Park Avenue,Walled Lake,MI,48390,4/19/1954,Visa,4539407149381401,2/2021
040327471,F,Jill,M,Marshall,3198 Airplane Avenue,Norwich,CT,06360,5/14/1966,MC,5339362927146477,4/2020
530862003,M,Michael,M,Westerman,1442 Martha Ellen Drive,Sparks,NV,89431,4/11/1938,MC,5263588317730021,6/2022
512627890,F,Allison,C,Glickman,451 Poe Lane,Kansas City,KS,66215,4/7/1930,MC,5172902132107838,12/2022
620106206,M,Micheal,O,Hardin,383 Gordon Street,Los Angeles,CA,90017,1/5/1927,Visa,4716581763626963,12/2021
528219090,F,Mary,T,Ali,1431 Burnside Avenue,Price,UT,84501,12/21/1978,MC,5580844840895195,9/2021
216559849,F,Kay,R,Reyes,429 Marshall Street,Edgewood,MD,21040,5/12/1991,Visa,4539239360975250,6/2021
664011760,F,Lynne,L,Burris,4484 Paul Wayne Haggerty Road,New Orleans,LA,70114,6/6/1988,Visa,4916570263770536,9/2021
638561232,F,Cathy,D,Olmsted,2129 Whispering Pines Circle,Maypearl,TX,76064,1/27/1926,MC,5344665526564640,1/2021
247706308,F,Hildegard,B,Twombly,4575 Broadway Street,Pritchardville,SC,29902,8/9/1974,MC,5418512331706688,2/2022
626661535,M,Joseph,S,Feldman,3069 Norman Street,Bellflower,CA,90706,9/14/1978,Visa,4916612700764647,7/2021
277706725,F,Sarah,J,Moses,1703 Harley Vincent Drive,Warrensville Heights,OH,44128,10/11/1936,Visa,4539849591615291,2/2022
218925871,F,Marilyn,R,Ellis,3950 Hamilton Drive,Woodlawn,MD,21207,2/6/1947,MC,5162127629522958,7/2020
541199320,M,Walker,D,Ouellette,2845 Mattson Street,Portland,OR,97209,5/29/1932,MC,5558173842915530,6/2020
126727708,F,Tammy,L,Fuller,2712 Pallet Street,Westbury,NY,11590,6/25/1976,Visa,4716716526580251,4/2022
546707908,M,Steven,S,Coleman,1982 Angie Drive,Westminster,CA,92683,4/29/1971,MC,5446132658503810,8/2022
454655543,M,Vincent,M,Fraser,1176 Ashton Lane,Austin,TX,78701,5/9/1992,Visa,4929096219246863,10/2022
218541887,M,John,S,Bugarin,3277 Hewes Avenue,Baltimore,MD,21202,3/3/1961,MC,5461754765442457,8/2022
362564495,M,Scott,M,Shell,2234 Howard Street,Wyoming,MI,49509,6/26/1985,MC,5107569047382879,3/2022
432567813,M,Justin,M,Edwards,4350 Cedar Street,Little Rock,AR,72201,8/18/1959,MC,5587889588246260,5/2021
651284418,F,Alicia,C,Smith,4992 Lady Bug Drive,Colorado Springs,CO,80903,8/28/1948,Visa,4532480041815765,2/2021
051125287,M,Roosevelt,A,Yandell,731 Morningview Lane,Westbury,NY,11590,1/22/1938,MC,5189684760167976,9/2022
285986641,F,Kimberly,W,Hart,522 Bingamon Road,Cleveland,OH,44103,11/29/1942,Visa,4556123126928290,1/2022
575820338,F,Cynthia,A,Campbell,3376 Indiana Avenue,Haleiwa,HI,96712,8/22/1937,MC,5205782764982562,7/2021
527375339,M,Thomas,J,Rodriquez,2572 Dye Street,Tempe,AZ,85283,8/22/1945,Visa,4539998574566953,4/2021
769429894,F,Catherine,J,Henson,3393 Tetrick Road,Fort Myers,FL,33905,12/31/1949,Visa,4539099909630141,5/2021
449182565,F,Courtney,S,Wiggins,3720 Waldeck Street,Watauga,TX,76148,7/24/1973,Visa,4716492711007076,12/2022
685010612,M,Anthony,C,Yoder,586 Havanna Street,Pilot Mountain,NC,27041,11/10/1976,Visa,4716549602149638,7/2020
327720959,M,David,P,Manley,2557 Ross Street,Mount Vernon,IL,62864,12/14/1960,MC,5302683640576499,2/2022
630823487,F,Ann,A,Gilbert,1764 Hall Place,Merit,TX,75072,5/1/1988,MC,5180225950416887,3/2022
318469414,M,Miguel,M,Garceau,1906 Steele Street,Hickory Hills,IL,60457,7/26/1978,MC,5167526592866042,12/2021
507980444,M,Trevor,M,Miller,2429 Romrog Way,Wolbach,NE,68882,7/1/1987,MC,5289540586762177,4/2021
356665481,M,Barry,P,Johnson,910 West Drive,Chicago,IL,60606,1/9/1958,MC,5407239794158651,3/2021
307214026,F,Amber,T,Martinez,3061 Pearcy Avenue,Fort Wayne,IN,46802,12/21/1961,MC,5354295838788054,7/2021
452422149,F,Rosa,S,Delbosque,2717 Oliver Street,Watauga,TX,76148,9/25/1941,Visa,4916536306408962,8/2020
362684271,M,Don,J,Beeson,4533 Corpening Drive,Southfield,MI,48235,6/1/1946,MC,5332003726233499,1/2021
681035821,M,Jonathon,J,Walker,1684 Fire Access Road,Ramseur,NC,27316,1/5/1971,MC,5548186883742418,10/2021
427437514,M,Jason,J,Johnson,1007 Brownton Road,Starkville,MS,39759,12/25/1954,MC,5398313162590042,2/2021
621196181,F,Marianne,P,Niemi,2445 Meadow Lane,Napa,CA,94559,7/5/1953,MC,5463877311248744,9/2020
325480892,F,Catherine,T,Wilkerson,687 Woodland Drive,Schaumburg,IL,60173,8/23/1928,Visa,4556360496023878,12/2021
539356142,M,Mitchell,A,Gomez,3418 University Street,Seattle,WA,98133,12/20/1982,Visa,4929170642982681,9/2020
516223580,M,William,J,Hendrick,2596 Coolidge Street,Outlook,MT,59252,11/30/1938,MC,5393065260213415,3/2022
679105277,F,Gerda,A,Peterson,3267 Rosebud Avenue,Cotton Plant,AR,72036,8/31/1945,MC,5293748277107453,3/2020
238698251,M,Wayne,S,McRae,1106 Bryan Street,Greensboro,NC,27406,6/14/1982,Visa,4485464878834567,10/2022
212417524,M,Randall,M,Houston,2080 Wilmar Farm Road,Herndon,MD,22070,6/11/1938,MC,5357670098602756,11/2022
051324155,M,Miguel,J,Kearse,1479 Wayback Lane,Hicksville,NY,11612,7/13/1983,MC,5158268846352864,4/2020
408573439,F,Janice,W,Bowman,2313 Nixon Avenue,Johnson City,TN,37601,2/3/1970,MC,5415085485891070,6/2022
324127653,F,Charles,M,Soper,1604 Lewis Street,Arlington Heights,IL,60004,9/5/1971,MC,5288587224287423,4/2021
166326027,F,Helen,A,Morton,2269 Platinum Drive,Pittsburgh,PA,15203,8/16/1990,MC,5151177979575752,9/2021
203324042,M,Robert,B,Tucci,3412 Stiles Street,Pittsburgh,PA,15222,7/23/1968,MC,5514599779736221,2/2022
683017237,F,Margaret,P,Russel,2003 Broadcast Drive,Charlotte,NC,28208,11/8/1942,MC,5357449997987950,9/2020
035481350,F,Cindy,T,Hales,1087 Winding Way,Providence,RI,02903,6/15/1985,MC,5350351577222245,9/2022
437401358,M,Scott,W,McGriff,4046 Willow Oaks Lane,Lafayette,LA,70506,11/9/1930,Visa,4916292430898666,4/2020
044504990,F,Genna,J,Isom,2344 Copperhead Road,Farmington,CT,06032,10/3/1937,MC,5100994301534725,10/2022
571563724,M,Paul,S,Hancock,2018 Koontz Lane,Northridge,CA,91324,9/1/1957,MC,5594476830066570,9/2021
338726009,M,Michael,I,Brown,3908 Star Route,Burr Ridge,IL,60527,8/18/1954,Visa,4929439740149349,4/2022
403536347,M,Justin,N,O'Donnell,1282 Rowes Lane,Paducah,KY,42003,9/23/1942,MC,5188343994590849,4/2021
380143367,M,Troy,M,Zheng,1538 Nash Street,Detroit,MI,48219,12/30/1976,Visa,4539545312124098,2/2021
642741609,M,Theodore,S,Black,3979 Freshour Circle,San Antonio,TX,78258,3/10/1926,Visa,4532031336079102,3/2021
075743635,M,Matthew,R,Inman,4723 Oak Drive,Albany,NY,12207,9/1/1944,MC,5185318533725323,11/2021
560818246,F,Harriette,J,Lockhart,819 Bel Meadow Drive,Ontario,CA,91761,8/17/1949,Visa,4485915006053941,1/2022
156154776,F,Kim,M,Cooper,2661 Center Street,Jersey City,NJ,07304,11/17/1942,MC,5289279073748650,1/2020
326202854,M,Alan,P,Felder,4277 Steele Street,Burr Ridge,IL,61257,7/15/1956,MC,5408786555284547,2/2022
307137698,M,Tyler,E,Crowe,4922 Clay Street,Indianapolis,IN,46254,7/15/1990,MC,5303350903288019,1/2021
018503510,M,John,M,Adams,4255 Cedar Lane,Boston,MA,02199,10/26/1988,MC,5556459980719020,4/2022
336520920,F,Starr,M,Cornwall,3133 Eagle Street,Olney,IL,62450,6/18/1965,Visa,4532243737938329,8/2022
217124969,F,Mary,E,Smoot,439 Bluff Street,Gaithersburg,MD,20877,2/19/1984,MC,5237747667067219,1/2022
533046481,F,Kimbra,J,Williams,560 Elliot Avenue,Seattle,WA,98105,5/18/1934,Visa,4556407792712371,6/2021
098666108,F,Nannie,W,Lambert,4249 Cantebury Drive,New York,NY,10007,7/18/1982,MC,5291617488868645,4/2021
495147044,M,Ricardo,H,Jones,3153 Bruce Street,Stlouis,MO,63101,9/8/1979,MC,5302734724765399,6/2022
559451689,F,Margaret,J,Rodriguez,873 Cemetery Street,Watsonville,CA,95076,3/31/1970,MC,5247110416961984,2/2020
530329973,M,Thomas,M,Duke,1144 Hiney Road,Las Vegas,NV,89107,10/5/1933,Visa,4485404218699080,10/2021
454358202,M,Leo,K,Ramirez,3599 Circle Drive,Houston,TX,77027,1/1/1926,Visa,4539953588809295,1/2021
138445091,M,Nelson,W,Roby,744 Prospect Street,Berlin,NJ,08009,10/9/1972,MC,5482117231538966,9/2022
464962656,M,Timothy,F,Williams,4937 Oliver Street,Fort Worth,TX,76118,10/11/1974,MC,5279394111908844,11/2020
220276925,F,Patricia,M,Craig,2402 Lake Floyd Circle,Washington,MD,20011,8/3/1985,MC,5122330077256561,6/2021
767324702,M,Michael,M,Silva,1670 Star Trek Drive,Mobile,FL,36602,2/6/1963,MC,5269585896420994,3/2021
643746147,F,Luz,J,Wong,4303 Birch  Street,El Paso,TX,79906,10/26/1951,Visa,4532042917092950,12/2020
421869773,F,Kathryne,R,Jackson,4082 Lonely Oak Drive,Fort Morgan,AL,36542,10/12/1947,MC,5384307035242175,12/2021
463930503,M,Robert,C,Cannella,44 Hill Haven Drive,Waco,TX,76710,8/22/1975,Visa,4539835404349871,1/2022
770443093,M,Aaron,M,Stephens,2322 Badger Pond Lane,Tampa,FL,33610,9/8/1944,Visa,4916857500637234,3/2022
